TeamId,TeamName,SubmissionDate,Score
400514,Keshav,"2016-11-24 00:01:50",0.11848
413111,tt3331024,"2016-11-24 21:58:12",0.16767
416031,shasha6464Li,"2016-11-27 08:07:44",0.11806
416031,shasha6464Li,"2016-11-27 08:12:28",0.11801
400514,Keshav,"2016-11-28 01:35:32",0.11729
417637,MarouaneZaamoun,"2016-11-29 15:01:10",0.55960
417637,MarouaneZaamoun,"2016-11-29 15:15:04",0.55646
400289,OBigwood,"2016-11-29 21:28:00",0.11624
400289,OBigwood,"2016-11-29 21:43:57",0.11621
413555,"Rohit Mehta","2016-11-30 15:02:30",0.17488
400514,Keshav,"2016-12-06 01:14:56",0.11670
427602,AlexYung,"2016-12-08 10:33:12",0.14838
413201,UmaimahTahir,"2016-12-08 16:17:51",0.17540
413201,UmaimahTahir,"2016-12-08 18:07:12",0.14339
429405,AvalonsCN,"2016-12-11 03:11:43",0.40890
429405,AvalonsCN,"2016-12-11 03:34:16",0.31203
429405,AvalonsCN,"2016-12-11 09:29:26",0.21513
397189,ZavodRobotov,"2016-12-11 14:37:01",0.11215
397189,ZavodRobotov,"2016-12-11 14:39:32",0.11209
397189,ZavodRobotov,"2016-12-11 14:41:19",0.11206
397189,ZavodRobotov,"2016-12-11 14:44:59",0.11206
431792,"Yac science","2016-12-14 11:25:33",0.15754
431848,"Kiki Zhang","2016-12-14 13:12:55",0.11623
431848,"Kiki Zhang","2016-12-14 15:19:02",0.11623
431792,"Yac science","2016-12-14 20:16:54",0.13276
431792,"Yac science","2016-12-14 20:41:55",0.12773
431792,"Yac science","2016-12-14 21:25:25",0.12343
431792,"Yac science","2016-12-14 21:32:32",0.11715
397189,ZavodRobotov,"2016-12-15 18:33:11",0.11204
431792,"Yac science","2016-12-15 22:41:32",0.11696
432901,marcobr,"2016-12-15 22:54:14",0.25161
432901,marcobr,"2016-12-15 23:23:42",0.14935
432901,marcobr,"2016-12-16 09:31:10",0.14149
432901,marcobr,"2016-12-16 12:04:52",0.13448
397189,ZavodRobotov,"2016-12-18 11:30:26",0.11190
397189,ZavodRobotov,"2016-12-19 07:30:36",0.11171
431848,"Kiki Zhang","2016-12-21 06:59:16",0.11532
376235,FMR,"2016-12-21 10:31:47",0.17696
376235,FMR,"2016-12-21 10:38:24",0.17428
376235,FMR,"2016-12-21 10:53:40",0.17210
431792,"Yac science","2016-12-21 13:53:01",0.11696
413111,tt3331024,"2016-12-22 08:42:06",0.16115
400514,Keshav,"2016-12-23 04:11:08",0.11438
400514,Keshav,"2016-12-24 02:08:25",0.11396
437881,"Filipp Bykov","2016-12-24 14:08:53",0.15587
437881,"Filipp Bykov","2016-12-24 15:14:50",0.15089
437881,"Filipp Bykov","2016-12-24 16:45:24",0.14993
437881,"Filipp Bykov","2016-12-25 07:45:34",0.14779
437881,"Filipp Bykov","2016-12-25 07:46:21",0.14570
439077,Yoda,"2016-12-27 06:49:03",0.28580
439077,Yoda,"2016-12-27 07:55:59",0.26612
439077,Yoda,"2016-12-27 09:15:19",0.13686
441364,"Doron Rippel","2017-01-01 13:51:10",0.28117
441364,"Doron Rippel","2017-01-01 14:36:30",0.23970
441364,"Doron Rippel","2017-01-01 14:40:48",0.22862
441364,"Doron Rippel","2017-01-01 14:43:39",0.22578
441364,"Doron Rippel","2017-01-02 10:15:14",0.22367
441364,"Doron Rippel","2017-01-03 07:19:45",0.21518
441364,"Doron Rippel","2017-01-03 09:03:18",0.21504
441364,"Doron Rippel","2017-01-03 11:44:04",0.21410
400289,OBigwood,"2017-01-03 20:31:20",0.11570
441364,"Doron Rippel","2017-01-04 05:32:12",0.21357
441364,"Doron Rippel","2017-01-04 05:49:43",0.18083
439077,Yoda,"2017-01-04 06:41:34",0.13384
442410,"Miguel Alcala","2017-01-05 12:18:59",0.15058
444416,ManfrediRoeslerF,"2017-01-07 15:25:10",0.14149
444416,ManfrediRoeslerF,"2017-01-07 18:00:24",0.13335
444416,ManfrediRoeslerF,"2017-01-08 20:20:19",0.13052
442410,"Miguel Alcala","2017-01-09 17:25:18",0.14950
441364,"Doron Rippel","2017-01-09 17:42:48",0.15447
441364,"Doron Rippel","2017-01-10 10:33:19",0.15384
445851,qwert,"2017-01-10 10:57:18",0.20615
445851,qwert,"2017-01-10 10:59:36",0.15024
444416,ManfrediRoeslerF,"2017-01-10 14:22:05",0.12426
444416,ManfrediRoeslerF,"2017-01-10 14:26:03",0.12109
445953,Morris,"2017-01-10 14:55:18",0.60296
445953,Morris,"2017-01-10 15:19:50",0.57158
444416,ManfrediRoeslerF,"2017-01-10 15:34:03",0.12033
439077,Yoda,"2017-01-11 08:31:39",0.13000
444416,ManfrediRoeslerF,"2017-01-11 11:35:27",0.12030
444416,ManfrediRoeslerF,"2017-01-11 12:04:42",0.11972
444416,ManfrediRoeslerF,"2017-01-11 12:18:01",0.11969
442410,"Miguel Alcala","2017-01-11 17:18:11",0.14280
442410,"Miguel Alcala","2017-01-11 17:27:47",0.13717
442410,"Miguel Alcala","2017-01-11 18:17:57",0.13252
444416,ManfrediRoeslerF,"2017-01-12 11:46:10",0.11840
444416,ManfrediRoeslerF,"2017-01-12 12:40:59",0.11764
446503,Myonin,"2017-01-12 16:56:33",0.24346
446503,Myonin,"2017-01-13 10:30:44",0.15921
444416,ManfrediRoeslerF,"2017-01-13 11:31:04",0.11763
444416,ManfrediRoeslerF,"2017-01-13 11:32:54",0.11757
447898,RobertaParisi,"2017-01-13 18:25:37",0.14149
446503,Myonin,"2017-01-14 07:47:49",0.15858
444416,ManfrediRoeslerF,"2017-01-14 15:10:12",0.11679
444416,ManfrediRoeslerF,"2017-01-14 15:15:39",0.11637
444416,ManfrediRoeslerF,"2017-01-14 16:21:16",0.11567
444416,ManfrediRoeslerF,"2017-01-14 16:24:32",0.11565
446503,Myonin,"2017-01-15 11:19:05",0.13251
444416,ManfrediRoeslerF,"2017-01-15 14:03:25",0.11546
400289,OBigwood,"2017-01-15 15:03:16",0.11480
444416,ManfrediRoeslerF,"2017-01-16 14:28:14",0.11533
444416,ManfrediRoeslerF,"2017-01-16 14:32:44",0.11533
444416,ManfrediRoeslerF,"2017-01-16 14:35:30",0.11533
447898,RobertaParisi,"2017-01-16 15:04:00",0.12719
441364,"Doron Rippel","2017-01-16 15:51:26",0.15211
444416,ManfrediRoeslerF,"2017-01-17 06:56:54",0.11528
444416,ManfrediRoeslerF,"2017-01-17 07:07:32",0.11521
451032,"Dima Dovgan","2017-01-17 13:06:52",0.16537
451032,"Dima Dovgan","2017-01-17 13:30:49",0.16505
451032,"Dima Dovgan","2017-01-17 13:44:22",0.15866
451032,"Dima Dovgan","2017-01-17 15:13:30",0.13306
442410,"Miguel Alcala","2017-01-17 18:44:40",0.12876
451428,"Roy Wright","2017-01-18 05:02:32",0.15677
451428,"Roy Wright","2017-01-18 05:17:34",0.15121
451428,"Roy Wright","2017-01-18 05:46:47",0.14848
451428,"Roy Wright","2017-01-18 06:13:30",0.12934
451428,"Roy Wright","2017-01-19 01:00:01",0.12802
441364,"Doron Rippel","2017-01-19 15:38:44",0.14887
441364,"Doron Rippel","2017-01-19 15:45:52",0.14648
441364,"Doron Rippel","2017-01-20 07:34:28",0.14067
454045,ARLIma,"2017-01-22 16:58:14",0.26459
451032,"Dima Dovgan","2017-01-23 23:11:32",0.13274
448754,DataRunners,"2017-01-25 14:20:49",0.14834
417637,MarouaneZaamoun,"2017-01-25 14:45:00",0.13275
417637,MarouaneZaamoun,"2017-01-25 15:03:44",0.13013
448754,DataRunners,"2017-01-25 15:33:14",0.14724
444416,ManfrediRoeslerF,"2017-01-25 23:15:24",0.11517
444416,ManfrediRoeslerF,"2017-01-25 23:29:21",0.11500
444416,ManfrediRoeslerF,"2017-01-26 00:00:01",0.11500
417637,MarouaneZaamoun,"2017-01-26 08:55:06",0.12814
417637,MarouaneZaamoun,"2017-01-26 10:57:53",0.12813
444416,ManfrediRoeslerF,"2017-01-26 11:00:31",0.11499
417637,MarouaneZaamoun,"2017-01-26 14:56:24",0.12554
451032,"Dima Dovgan","2017-01-26 22:50:33",0.11987
451032,"Dima Dovgan","2017-01-27 00:01:43",0.11969
457813,"IOUALIMI Zakarya","2017-01-28 02:17:05",0.14873
457813,"IOUALIMI Zakarya","2017-01-28 02:26:41",0.14873
457813,"IOUALIMI Zakarya","2017-01-31 05:09:30",0.14613
457813,"IOUALIMI Zakarya","2017-01-31 05:26:13",0.14449
441364,"Doron Rippel","2017-01-31 05:29:56",0.13840
417637,MarouaneZaamoun,"2017-01-31 10:34:46",0.12086
448754,DataRunners,"2017-01-31 21:52:22",0.12876
441364,"Doron Rippel","2017-02-02 05:35:46",0.12980
441364,"Doron Rippel","2017-02-03 06:27:56",0.12949
441364,"Doron Rippel","2017-02-03 06:32:07",0.12917
441364,"Doron Rippel","2017-02-03 06:33:05",0.12587
437893,JonathanB,"2017-02-03 09:37:53",0.11475
465117,Patrick78,"2017-02-03 22:13:29",0.28918
465117,Patrick78,"2017-02-04 18:11:11",0.28914
467615,MizioSpataforaAndersen,"2017-02-05 17:20:31",0.40625
467615,MizioSpataforaAndersen,"2017-02-05 17:37:53",0.33177
441364,"Doron Rippel","2017-02-06 07:03:12",0.12562
465953,JP11,"2017-02-06 15:03:16",0.28918
467615,MizioSpataforaAndersen,"2017-02-06 21:18:23",0.22058
397189,ZavodRobotov,"2017-02-07 14:32:03",0.11168
447898,RobertaParisi,"2017-02-07 21:26:33",0.12587
447898,RobertaParisi,"2017-02-07 21:27:53",0.12514
447898,RobertaParisi,"2017-02-07 21:29:10",0.12383
441364,"Doron Rippel","2017-02-08 09:37:00",0.12552
455328,NTUGIIE,"2017-02-08 12:32:39",0.33427
447898,RobertaParisi,"2017-02-08 18:20:49",0.12361
441364,"Doron Rippel","2017-02-09 05:45:13",0.12527
465953,JP11,"2017-02-09 08:48:25",0.28361
465953,JP11,"2017-02-09 09:03:50",0.26649
472919,Simon,"2017-02-09 17:33:52",0.13865
472919,Simon,"2017-02-09 17:44:42",0.13863
397189,ZavodRobotov,"2017-02-09 17:58:22",0.11166
397189,ZavodRobotov,"2017-02-10 09:37:20",0.11158
472919,Simon,"2017-02-10 11:20:21",0.13854
472919,Simon,"2017-02-10 15:57:03",0.13805
472919,Simon,"2017-02-10 16:13:46",0.13392
478270,"Mohammed Amro","2017-02-10 19:47:38",0.20868
478270,"Mohammed Amro","2017-02-10 22:28:59",0.18015
478270,"Mohammed Amro","2017-02-10 22:31:47",0.14242
478270,"Mohammed Amro","2017-02-10 22:39:51",0.14186
472919,Simon,"2017-02-11 09:38:04",0.13227
478270,"Mohammed Amro","2017-02-11 10:14:24",0.11994
478270,"Mohammed Amro","2017-02-12 03:55:12",0.11976
477250,ParijatRai,"2017-02-12 19:34:02",0.13093
478270,"Mohammed Amro","2017-02-12 20:21:44",0.11946
478270,"Mohammed Amro","2017-02-12 20:37:24",0.11938
467615,MizioSpataforaAndersen,"2017-02-12 22:48:26",0.21641
457813,"IOUALIMI Zakarya","2017-02-13 02:35:30",0.14351
457813,"IOUALIMI Zakarya","2017-02-13 03:01:51",0.14091
467615,MizioSpataforaAndersen,"2017-02-14 21:57:07",0.14957
478270,"Mohammed Amro","2017-02-15 21:10:06",0.11891
478270,"Mohammed Amro","2017-02-15 21:49:10",0.11880
467615,MizioSpataforaAndersen,"2017-02-16 19:36:07",0.14194
467615,MizioSpataforaAndersen,"2017-02-17 11:50:11",0.13979
467615,MizioSpataforaAndersen,"2017-02-17 11:58:08",0.13697
497263,"Dream of the Red Chamber","2017-02-17 21:14:48",0.11441
492042,VoDanh,"2017-02-19 01:34:45",0.40890
467615,MizioSpataforaAndersen,"2017-02-19 18:25:33",0.12743
493299,OleksiiUriyovichLukianenko,"2017-02-19 22:05:56",9.45389
493299,OleksiiUriyovichLukianenko,"2017-02-19 22:07:54",0.49958
493299,OleksiiUriyovichLukianenko,"2017-02-19 22:12:37",0.49899
467615,MizioSpataforaAndersen,"2017-02-20 00:11:34",0.12580
441364,"Doron Rippel","2017-02-20 10:56:41",0.12390
397189,ZavodRobotov,"2017-02-20 17:27:10",0.11156
493299,OleksiiUriyovichLukianenko,"2017-02-21 00:10:17",0.20167
493299,OleksiiUriyovichLukianenko,"2017-02-21 00:29:36",0.15112
493299,OleksiiUriyovichLukianenko,"2017-02-21 00:32:22",0.14544
493299,OleksiiUriyovichLukianenko,"2017-02-21 00:33:27",0.14410
497263,"Dream of the Red Chamber","2017-02-21 17:40:57",0.11439
481318,CSE371,"2017-02-21 18:14:20",0.14857
481318,CSE371,"2017-02-21 18:17:35",0.14766
455328,NTUGIIE,"2017-02-22 10:28:10",0.14337
481318,CSE371,"2017-02-22 13:11:33",0.14539
481318,CSE371,"2017-02-22 14:29:40",0.12774
491524,thuannguyen,"2017-02-22 18:20:17",0.40890
397189,ZavodRobotov,"2017-02-22 18:38:15",0.11148
441364,"Doron Rippel","2017-02-22 18:42:27",0.12383
493642,damiannmm,"2017-02-22 20:50:01",0.89465
467615,MizioSpataforaAndersen,"2017-02-22 21:52:39",0.12458
465117,Patrick78,"2017-02-22 22:21:57",0.25488
493642,damiannmm,"2017-02-23 00:33:47",0.32891
478270,"Mohammed Amro","2017-02-23 06:59:48",0.11847
472919,Simon,"2017-02-23 16:02:44",0.13046
472919,Simon,"2017-02-23 18:00:31",0.13008
465117,Patrick78,"2017-02-23 19:52:25",0.24587
465117,Patrick78,"2017-02-23 20:35:38",0.20581
455328,NTUGIIE,"2017-02-24 05:03:01",0.13752
455328,NTUGIIE,"2017-02-24 06:30:59",0.13518
455328,NTUGIIE,"2017-02-24 09:06:51",0.13506
502369,sides,"2017-02-24 10:42:42",0.12729
502369,sides,"2017-02-24 10:43:22",0.12057
442410,"Miguel Alcala","2017-02-24 12:40:26",0.12685
502532,statpanda,"2017-02-24 13:16:27",0.15785
469766,ZiqianZhu,"2017-02-24 20:38:42",0.15252
497263,"Dream of the Red Chamber","2017-02-24 20:53:41",0.11427
493299,OleksiiUriyovichLukianenko,"2017-02-24 20:54:48",0.14306
469766,ZiqianZhu,"2017-02-24 21:06:53",0.14670
478270,"Mohammed Amro","2017-02-24 23:05:45",0.11754
478270,"Mohammed Amro","2017-02-24 23:09:37",0.11733
469766,ZiqianZhu,"2017-02-24 23:37:46",0.14061
467615,MizioSpataforaAndersen,"2017-02-25 00:31:35",0.12191
469766,ZiqianZhu,"2017-02-25 00:54:30",0.13065
469766,ZiqianZhu,"2017-02-25 01:09:09",0.12923
469766,ZiqianZhu,"2017-02-25 01:31:01",0.12916
502532,statpanda,"2017-02-25 07:11:48",0.15689
478270,"Mohammed Amro","2017-02-25 13:10:30",0.11590
397189,ZavodRobotov,"2017-02-26 06:06:39",0.11144
397189,ZavodRobotov,"2017-02-26 06:09:02",0.11140
502369,sides,"2017-02-26 10:13:13",0.11987
502369,sides,"2017-02-26 10:18:52",0.11978
502369,sides,"2017-02-26 10:21:03",0.11977
472919,Simon,"2017-02-26 12:36:07",0.13002
472919,Simon,"2017-02-26 12:39:18",0.12869
448754,DataRunners,"2017-02-26 18:35:30",0.12808
441364,"Doron Rippel","2017-02-26 19:05:24",0.12325
448754,DataRunners,"2017-02-27 06:40:48",0.12560
506831,shiyiming,"2017-02-27 08:00:15",0.12086
467615,MizioSpataforaAndersen,"2017-02-27 10:52:41",0.12045
472919,Simon,"2017-02-27 14:59:06",0.12721
472919,Simon,"2017-02-27 15:01:44",0.12650
507460,Jorge,"2017-02-27 17:42:43",0.14332
469766,ZiqianZhu,"2017-02-27 23:29:41",0.12298
502369,sides,"2017-02-28 05:38:08",0.11917
502369,sides,"2017-02-28 05:42:05",0.11901
481318,CSE371,"2017-02-28 15:21:19",0.11740
481318,CSE371,"2017-02-28 15:39:34",0.11466
448754,DataRunners,"2017-02-28 20:45:07",0.11961
448754,DataRunners,"2017-02-28 20:59:39",0.11801
448754,DataRunners,"2017-02-28 21:15:48",0.11751
467615,MizioSpataforaAndersen,"2017-02-28 22:08:02",0.11885
469766,ZiqianZhu,"2017-03-01 00:00:54",0.12220
441364,"Doron Rippel","2017-03-01 05:25:42",0.11919
441364,"Doron Rippel","2017-03-01 05:33:59",0.11559
397189,ZavodRobotov,"2017-03-01 08:07:50",0.11140
481318,CSE371,"2017-03-01 08:14:52",0.11385
472919,Simon,"2017-03-01 14:42:20",0.12418
455328,NTUGIIE,"2017-03-01 15:57:34",0.11623
455328,NTUGIIE,"2017-03-01 18:01:36",0.11617
455328,NTUGIIE,"2017-03-01 18:39:15",0.11613
497263,"Dream of the Red Chamber","2017-03-01 22:20:37",0.11347
497263,"Dream of the Red Chamber","2017-03-01 22:26:13",0.11281
506023,packersfan963,"2017-03-02 22:27:00",0.14795
441364,"Doron Rippel","2017-03-07 09:07:40",0.11509
502532,statpanda,"2017-03-07 23:27:12",0.12682
502532,statpanda,"2017-03-08 18:32:08",0.12291
502532,statpanda,"2017-03-08 19:18:41",0.12212
441364,"Doron Rippel","2017-03-09 12:04:10",0.11462
441364,"Doron Rippel","2017-03-09 12:08:19",0.11452
441364,"Doron Rippel","2017-03-09 12:12:41",0.11444
441364,"Doron Rippel","2017-03-10 21:43:39",0.11443
441364,"Doron Rippel","2017-03-10 21:54:19",0.11443
441364,"Doron Rippel","2017-03-11 10:04:00",0.11443
492042,VoDanh,"2017-03-12 09:06:12",0.12086
502532,statpanda,"2017-03-13 18:54:09",0.12140
538468,"Tanner Carbonati","2017-03-13 21:58:10",0.11881
549616,"Hamza Zafar","2017-03-17 19:55:00",0.21350
549616,"Hamza Zafar","2017-03-17 20:18:16",0.12350
478270,"Mohammed Amro","2017-03-18 13:17:46",0.11458
502369,sides,"2017-03-19 06:22:39",0.11519
441364,"Doron Rippel","2017-03-20 07:55:25",0.11421
478270,"Mohammed Amro","2017-03-20 09:33:15",0.10975
556109,ObserverL,"2017-03-20 10:47:06",0.40890
557008,"Data Mining Project","2017-03-20 17:11:26",0.11623
493299,OleksiiUriyovichLukianenko,"2017-03-21 02:28:42",0.13983
538287,"Roy Murphy","2017-03-21 20:45:30",0.18225
556109,ObserverL,"2017-03-22 00:58:24",0.14776
556109,ObserverL,"2017-03-22 01:56:10",0.14196
441364,"Doron Rippel","2017-03-22 05:45:07",0.11417
441364,"Doron Rippel","2017-03-22 06:00:34",0.11409
441364,"Doron Rippel","2017-03-22 06:08:17",0.11404
441364,"Doron Rippel","2017-03-22 06:12:09",0.11401
441364,"Doron Rippel","2017-03-22 06:15:42",0.11394
441364,"Doron Rippel","2017-03-22 06:19:16",0.11391
441364,"Doron Rippel","2017-03-22 06:22:55",0.11388
556109,ObserverL,"2017-03-22 12:59:02",0.12664
441364,"Doron Rippel","2017-03-23 05:33:46",0.11387
441364,"Doron Rippel","2017-03-23 05:38:44",0.11386
441364,"Doron Rippel","2017-03-23 06:01:50",0.11386
564403,Zempe,"2017-03-23 15:52:18",0.53780
564403,Zempe,"2017-03-24 10:42:17",0.53654
564403,Zempe,"2017-03-24 11:15:14",0.52534
478270,"Mohammed Amro","2017-03-24 11:31:42",0.10855
441364,"Doron Rippel","2017-03-24 13:34:28",0.11385
502369,sides,"2017-03-25 10:17:37",0.11500
502369,sides,"2017-03-25 13:05:18",0.11499
441364,"Doron Rippel","2017-03-25 13:32:22",0.11375
441364,"Doron Rippel","2017-03-25 13:43:15",0.11375
441364,"Doron Rippel","2017-03-25 18:18:48",0.11374
441364,"Doron Rippel","2017-03-26 05:08:34",0.11373
543793,"Andrey Lisin","2017-03-26 10:14:46",0.28918
564403,Zempe,"2017-03-26 18:55:26",0.50521
502369,sides,"2017-03-27 05:50:11",0.11323
502369,sides,"2017-03-27 07:49:47",0.11293
543793,"Andrey Lisin","2017-03-27 08:56:07",0.26508
441364,"Doron Rippel","2017-03-28 06:19:05",0.11373
564403,Zempe,"2017-03-28 13:25:43",0.15056
543793,"Andrey Lisin","2017-03-29 10:19:29",0.17632
502369,sides,"2017-03-30 07:16:44",0.11286
502369,sides,"2017-03-30 08:23:13",0.11277
502369,sides,"2017-03-30 08:24:46",0.11276
441364,"Doron Rippel","2017-03-30 11:06:35",0.11359
566765,Nombre_del_Equipo,"2017-03-30 22:05:32",0.15794
566765,Nombre_del_Equipo,"2017-03-30 22:29:39",0.15770
566765,Nombre_del_Equipo,"2017-03-30 22:31:22",0.15764
566765,Nombre_del_Equipo,"2017-03-30 23:08:37",0.14906
502369,sides,"2017-03-31 06:53:23",0.11260
566765,Nombre_del_Equipo,"2017-03-31 16:47:20",0.14830
492042,VoDanh,"2017-04-01 15:56:25",0.11765
492042,VoDanh,"2017-04-01 15:59:04",0.11623
583351,YingyingGu,"2017-04-03 02:26:57",0.13406
587734,TheKai,"2017-04-03 07:02:28",0.12387
588070,NathanRodriguez,"2017-04-03 09:01:35",0.20953
587734,TheKai,"2017-04-03 18:13:47",0.12342
588070,NathanRodriguez,"2017-04-03 18:14:04",0.14566
583351,YingyingGu,"2017-04-04 02:30:16",0.12525
583351,YingyingGu,"2017-04-04 02:37:39",0.12389
583351,YingyingGu,"2017-04-04 03:01:14",0.12285
583351,YingyingGu,"2017-04-04 03:12:57",0.12260
538468,"Tanner Carbonati","2017-04-05 20:33:49",0.11861
583351,YingyingGu,"2017-04-06 06:12:29",0.12258
594456,"Husein Zolkepli","2017-04-06 12:42:46",0.75018
551159,thefirstMen,"2017-04-06 19:09:28",5.47643
601440,wwd,"2017-04-07 03:08:29",0.13973
583351,YingyingGu,"2017-04-08 08:07:52",0.12190
583351,YingyingGu,"2017-04-09 07:42:29",0.12177
583351,YingyingGu,"2017-04-09 07:48:41",0.12154
588070,NathanRodriguez,"2017-04-09 10:08:00",0.14308
538287,"Roy Murphy","2017-04-09 13:37:18",0.17923
457813,"IOUALIMI Zakarya","2017-04-09 13:38:26",0.12064
538468,"Tanner Carbonati","2017-04-09 16:53:04",0.11817
538468,"Tanner Carbonati","2017-04-09 17:14:40",0.11810
554069,"Bhavesh Ghodasara","2017-04-10 12:39:35",0.84138
554069,"Bhavesh Ghodasara","2017-04-10 13:14:22",0.84128
554069,"Bhavesh Ghodasara","2017-04-10 17:36:32",0.57310
